word,frequency
ועל,5.58
לקבל,5.58
אינו,5.57
אצל,5.57
בתוך,5.57
דקות,5.57
הראשונה,5.57
יחד,5.57
כאילו,5.57
כתב,5.57
לומר,5.57
סוף,5.57
שתי,5.57
אוהב,5.56
בכלל,5.56
בעלי,5.56
הממשלה,5.56
חדש,5.56
חשוב,5.56
ירושלים,5.56
מבין,5.56
בלבד,5.55
בשם,5.55
בשנת,5.55
האדם,5.55
העבודה,5.55
כמעט,5.55
לדעת,5.55
שונים,5.55
בת,5.54
הגיע,5.54
לבית,5.54
מול,5.54
מכל,5.54
נמצא,5.54
שבו,5.54
תהיה,5.54
אולם,5.53
יודעת,5.53
ימים,5.53
לגבי,5.53
לדבר,5.53
לזה,5.53
מהם,5.53
צריכה,5.53
תוך,5.53
6,5.52
7,5.52
החברה,5.52
הנה,5.52
השנה,5.52
חושב,5.52
כלום,5.52
לכך,5.52
מאז,5.52
שאת,5.52
שלכם,5.52
במשך,5.51
המשפט,5.51
יהודים,5.51
כפי,5.51
מדי,5.51
ואם,5.5
חייב,5.5
ראשון,5.5
תל,5.5
בעיקר,5.49
השם,5.49
וכל,5.49
ועד,5.49
למרות,5.49
לעולם,5.49
לתת,5.49
עשה,5.49
רוצים,5.49
שכל,5.49
אותנו,5.48
איפה,5.48
דין,5.48
הכנסת,5.48
ולכן,5.48
כסף,5.48
ממנו,5.48
משה,5.48
נשים,5.48
פחות,5.48
קטן,5.48
באמצעות,5.47
בלתי,5.47
דוד,5.47
יכולים,5.47
ככה,5.47
לבין,5.47
לשם,5.47
קשר,5.47
שעות,5.47
אמא,5.46
אנשי,5.46
בר,5.46
האחרון,5.46
הדברים,5.46
הדרך,5.46
הולך,5.46
הזו,5.46
חוק,5.46
כולל,5.46
להגיע,5.46
מיליון,5.46
"ע""י",5.46
ש,5.46
בסוף,5.45
ברור,5.45
הבא,5.45
והיא,5.45
ויש,5.45
ומה,5.45
יהודי,5.45
לכן,5.45
ללכת,5.45
למצוא,5.45
מעל,5.45
עלי,5.45
קודם,5.45
רבות,5.45
תחת,5.45
אליו,5.44
בי,5.44
בירושלים,5.44
בתי,5.44
גדולה,5.44
חברה,5.44
יצא,5.44
כלומר,5.44
מים,5.44
מערכת,5.44
משנה,5.44
רבה,5.44
8,5.43
במהלך,5.43
בסדר,5.43
הדין,5.43
יודעים,5.43
רבי,5.43
רוב,5.43
להגיד,5.42
מעט,5.42
עושים,5.42
אבא,5.41
ואף,5.41
חברת,5.41
כמובן,5.41
ראיתי,5.41
שר,5.41
אוכל,5.4
האמת,5.4
הרי,5.4
זהו,5.4
כנראה,5.4
לפחות,5.4
מספיק,5.4
עולם,5.4
היינו,5.39
הילדים,5.39
יהיו,5.39
למשל,5.39
מאד,5.39
משחק,5.39
שלוש,5.39
שעה,5.39
אלי,5.38
בכך,5.38
החדש,5.38
כגון,5.38
כוח,5.38
למעלה,5.38
למעשה,5.38
מחדש,5.38
מנת,5.38
מצד,5.38
משרד,5.38
נוסף,5.38
עליה,5.38
צריכים,5.38
אומרת,5.37
בעוד,5.37
המקום,5.37
יהודה,5.37
יצחק,5.37
לגמרי,5.37
עובד,5.37
ערב,5.37
פעמים,5.37
רגע,5.37
בעיר,5.36
להבין,5.36
ליד,5.36
לצאת,5.36
שבת,5.36
אומרים,5.35
אור,5.35
אינה,5.35
במיוחד,5.35
והם,5.35
חוץ,5.35
יד,5.35
כלי,5.35
מגיע,5.35
מלא,5.35
נעשה,5.35
עבר,5.35
עליהם,5.35
קרה,5.35
שונות,5.35
באותו,5.34
בחיים,5.34
בעת,5.34
בפני,5.34
האנשים,5.34
יוסף,5.34
יעקב,5.34
לילה,5.34
לישראל,5.34
מדבר,5.34
עולה,5.34
עלינו,5.34
שיהיה,5.34
שכן,5.34
בתחום,5.33
היהודים,5.33
ואין,5.33
חי,5.33
ילד,5.33
ים,5.33
ככל,5.33
למען,5.33
שלושה,5.33
אוהבת,5.32
איתי,5.32
בעקבות,5.32
בראש,5.32
החוק,5.32
היהודי,5.32
העם,5.32
חודשים,5.32
כאלה,5.32
כבוד,5.32
מתי,5.32
פנים,5.32
שהיו,5.32
באתר,5.31
בטוח,5.31
בידי,5.31
ביחד,5.31
במסגרת,5.31
המשפחה,5.31
כיום,5.31
לבד,5.31
לחזור,5.31
לקרוא,5.31
קל,5.31
רע,5.31
אמרתי,5.3
בנו,5.3
בצורה,5.3
החדשה,5.3
המלך,5.3
חברות,5.3
חברי,5.3
חדשה,5.3
יוצא,5.3
להביא,5.3
ללמוד,5.3
לעבוד,5.3
מאשר,5.3
מיד,5.3
מעבר,5.3
משום,5.3
מת,5.3
נוספים,5.3
סוג,5.3
ספק,5.3
פני,5.3
שגם,5.3
ארץ,5.29
בשל,5.29
החל,5.29
הטוב,5.29
חברים,5.29
טובים,5.29
מידע,5.29
מפני,5.29
מצב,5.29
משפט,5.29
עצמי,5.29
שאם,5.29
שבה,5.29
9,5.28
איתו,5.28
אלף,5.28
אתכם,5.28
דולר,5.28
הלילה,5.28
חדשים,5.28
חצי,5.28
כהן,5.28
לפעמים,5.28
לקחת,5.28
לקראת,5.28
מדינת,5.28
מנסה,5.28
שאנחנו,5.28
שלמה,5.28
שמו,5.28
אחרות,5.27
אסור,5.27
"ד""ר",5.27
דווקא,5.27
השנים,5.27
חדשות,5.27
חיי,5.27
לשמוע,5.27
מהר,5.27
מחר,5.27
ממני,5.27
עומד,5.27
קורה,5.27
שונה,5.27
אותן,5.26
אמרה,5.26
ג,5.26
החינוך,5.26
היחיד,5.26
י,5.26
ידע,5.26
לעומת,5.26
מלך,5.26
משפחה,5.26
פעולה,5.26
שאלה,5.26
שבע,5.26
ת,5.26
0,5.25
אלוהים,5.25
במקרה,5.25
בנושא,5.25
גבר,5.25
דומה,5.25
האחרונה,5.25
האיש,5.25
הברית,5.25
חשבתי,5.25
כנגד,5.25
מדוע,5.25
פרק,5.25
אברהם,5.24
אה,5.24
אינם,5.24
איתך,5.24
אכן,5.24
בתור,5.24
הביתה,5.24
הים,5.24
הישראלי,5.24
הללו,5.24
המלחמה,5.24
הפעם,5.24
ואתה,5.24
ורק,5.24
חושבת,5.24
כה,5.24
כלפי,5.24
מאוחר,5.24
מכן,5.24
סיפור,5.24
עלה,5.24
עצמה,5.24
בוקר,5.23
בעיה,5.23
בקרב,5.23
הבעיה,5.23
היית,5.23
המצב,5.23
העליון,5.23
הערב,5.23
הציבור,5.23
כדאי,5.23
לאכול,5.23
לחשוב,5.23
מחוץ,5.23
מס,5.23
ערך,5.23
קטנה,5.23
שנות,5.23
אהבה,5.22
באותה,5.22
בעבר,5.22
המים,5.22
הפועל,5.22
ימי,5.22
לאור,5.22
לבוא,5.22
ממנה,5.22
מקווה,5.22
מרכז,5.22
עונה,5.22
עניין,5.22
באזור,5.21
בהן,5.21
בלילה,5.21
בנוסף,5.21
היחידה,5.21
הישראלית,5.21
חיפה,5.21
לבן,5.21
להשתמש,5.21
למקום,5.21
מאות,5.21
מדובר,5.21
סתם,5.21
עשר,5.21
שימוש,5.21
שיר,5.21
in,5.2
the,5.2
אישה,5.2
אתמול,5.2
במה,5.2
הגדולה,5.2
הילד,5.2
והיה,5.2
חזק,5.2
כיצד,5.2
לוי,5.2
מיוחד,5.2
מעולם,5.2
מר,5.2
נותן,5.2
עליך,5.2
צורך,5.2
קרוב,5.2
רוח,5.2
שאתם,5.2
בטח,5.19
בשעה,5.19
הלא,5.19
וכך,5.19
להמשיך,5.19
לשמור,5.19
מתחת,5.19
צוות,5.19
קצר,5.19
שמה,5.19
שנת,5.19
אבי,5.18
ארבע,5.18
אש,5.18
בשנים,5.18
בתל,5.18
המשחק,5.18
הנשיא,5.18
הסיפור,5.18
הר,5.18
חסר,5.18
לאורך,5.18
לארץ,5.18
מאמין,5.18
ממה,5.18
ממך,5.18
מקרה,5.18
ר,5.18
ראשי,5.18
אחי,5.17
באה,5.17
בבקשה,5.17
בשנה,5.17
הבאה,5.17
היהודית,5.17
הראשונים,5.17
התורה,5.17
יורק,5.17
לעבור,5.17
מכיר,5.17
מלחמת,5.17
נכנס,5.17
נשמע,5.17
נתן,5.17
עצמם,5.17
קיים,5.17
ראה,5.17
רואים,5.17
שמח,5.17
a,5.16
אבן,5.16
אמרו,5.16
אתר,5.16
בעצם,5.16
גדולים,5.16
החולים,5.16
הלב,5.16
הקשר,5.16
השאלה,5.16
והן,5.16
חוזר,5.16
ידוע,5.16
להוציא,5.16
למי,5.16
מזל,5.16
מין,5.16
מרגיש,5.16
נוספת,5.16
סליחה,5.16
ספרים,5.16
בך,5.15
ברגע,5.15
דם,5.15
הביטחון,5.15
הסרט,5.15
העברית,5.15
השנייה,5.15
וכו,5.15
כעת,5.15
לצד,5.15
מלחמה,5.15
נפש,5.15
סרט,5.15
פרס,5.15
"צה""ל",5.15
תורה,5.15
אליה,5.14
בפעם,5.14
גבוה,5.14
המשטרה,5.14
הפנים,5.14
חייבת,5.14
כשהוא,5.14
לשעבר,5.14
מדינה,5.14
מיני,5.14
ממשלת,5.14
מקבל,5.14
עיר,5.14
עליי,5.14
עשרה,5.14
שצריך,5.14
אביו,5.13
אמת,5.13
בבוקר,5.13
בוא,5.13
ביניהם,5.13
ד,5.13
הגוף,5.13
ועם,5.13
חזרה,5.13
חייבים,5.13
חמש,5.13
לספר,5.13
לעמוד,5.13
נשיא,5.13
עין,5.13
קיבל,5.13
שבוע,5.13
שינוי,5.13
תוכנית,5.13
תמונות,5.13
איזו,5.12
אמיתי,5.12
במצב,5.12
בספר,5.12
ג'ון,5.12
גורם,5.12
הבן,5.12
המאה,5.12
הסכם,5.12
הראש,5.12
ועדת,5.12
זכויות,5.12
חד,5.12
יקרה,5.12
כולנו,5.12
לתוך,5.12
מאיר,5.12
מנהל,5.12
מתחיל,5.12
נקרא,5.12
עשו,5.12
ציון,5.12
קו,5.12
ראו,5.12
שווה,5.12
בהחלט,5.11
גברים,5.11
הבוקר,5.11
הגיעו,5.11
הולכת,5.11
השבוע,5.11
השיר,5.11
ועכשיו,5.11
ידעתי,5.11
לעבודה,5.11
מבינה,5.11
נורא,5.11
נשאר,5.11
עובדים,5.11
פתח,5.11
קוראים,5.11
בואו,5.1
גבוהה,5.1
גיל,5.1
האחרונות,5.1
ושל,5.1
חודש,5.1
כוחות,5.1
לחיות,5.1
לעזור,5.1
לצורך,5.1
לקנות,5.1
מאת,5.1
מוכן,5.1
מכאן,5.1
רכב,5.1
רמת,5.1
רשת,5.1
אמור,5.09
בניגוד,5.09
בסיס,5.09
ברוך,5.09
דה,5.09
היטב,5.09
הימים,5.09
לבדוק,5.09
לשלם,5.09
לשנות,5.09
נ,5.09
עץ,5.09
פעילות,5.09
קול,5.09
קורא,5.09
שכבר,5.09
שמחה,5.09
תקופה,5.09
אירופה,5.08
באמצע,5.08
בנות,5.08
הודעה,5.08
המון,5.08
התנועה,5.08
ובין,5.08
חג,5.08
ישראלי,5.08
כדור,5.08
להיכנס,5.08
להתחיל,5.08
לחלוטין,5.08
ליצור,5.08
לשחק,5.08
מאחורי,5.08
מערכות,5.08
נושא,5.08
סביב,5.08
סיבה,5.08
קטנים,5.08
שער,5.08
אמנם,5.07
במדינה,5.07
במרכז,5.07
בעזרת,5.07
בעניין,5.07
הבחירות,5.07
הכול,5.07
הלך,5.07
זכות,5.07
לידי,5.07
לכתוב,5.07
מדברים,5.07
משם,5.07
עקב,5.07
קבוצת,5.07
ראשונה,5.07
שבהם,5.07
שרה,5.07
תהליך,5.07
איתה,5.06
אלפי,5.06
ארבעה,5.06
ארגון,5.06
בהמשך,5.06
בהתאם,5.06
בחיי,5.06
בעיות,5.06
ברק,5.06
גן,5.06
הא,5.06
הולכים,5.06
העובדה,5.06
הרגע,5.06
השלום,5.06
זוכר,5.06
חולים,5.06
חוסר,5.06
חזר,5.06
חייו,5.06
יכולת,5.06
יעשה,5.06
כיוון,5.06
להשיג,5.06
מאחר,5.06
מדינות,5.06
מידי,5.06
מעלה,5.06
מעניין,5.06
מתאים,5.06
עמ,5.06
עשרות,5.06
שאינו,5.06
שאפשר,5.06
שמות,5.06
שמעתי,5.06
תעשה,5.06
בצד,5.05
גוף,5.05
האחרונים,5.05
האישה,5.05
היתר,5.05
הכסף,5.05
ומי,5.05
חדר,5.05
כזאת,5.05
כרגע,5.05
לאומי,5.05
לבנות,5.05
לילדים,5.05
למנוע,5.05
מבלי,5.05
מבקש,5.05
מעמד,5.05
מקור,5.05
משחקים,5.05
עבד,5.05
רשות,5.05
שמואל,5.05
שקל,5.05
בחוץ,5.04
בימים,5.04
דן,5.04
דעת,5.04
הפך,5.04
הקבוצה,5.04
חן,5.04
ילדה,5.04
כזו,5.04
לאנשים,5.04
לשים,5.04
מושג,5.04
מראה,5.04
משמעות,5.04
נו,5.04
סדר,5.04
עובר,5.04
עת,5.04
צבי,5.04
קפה,5.04
שחור,5.04
שמעון,5.04
תרבות,5.04
אליך,5.03
אשתו,5.03
בגיל,5.03
בשני,5.03
בתקופה,5.03
הבנתי,5.03
הי,5.03
הכבוד,5.03
הנשים,5.03
השאר,5.03
ואילו,5.03
חינוך,5.03
יהודית,5.03
יוכל,5.03
כנסת,5.03
ליום,5.03
לראשונה,5.03
לשאול,5.03
לשבת,5.03
מדהים,5.03
מטעם,5.03
מכיוון,5.03
מלאה,5.03
מעולה,5.03
עשיתי,5.03
שאלות,5.03
שמונה,5.03
שנתיים,5.03
תלוי,5.03
and,5.02
אוויר,5.02
ארוך,5.02
בחדר,5.02
במידה,5.02
בעד,5.02
ברחוב,5.02
בשבוע,5.02
בשבת,5.02
האוויר,5.02
הבאים,5.02
ואולי,5.02
חכם,5.02
טעם,5.02
להתמודד,5.02
מבחינה,5.02
מבית,5.02
מותר,5.02
מקומות,5.02
נמצאים,5.02
סימן,5.02
ספורט,5.02
רצח,5.02
שאר,5.02
שירים,5.02
אישי,5.01
בזכות,5.01
בערך,5.01
דברי,5.01
הסיבה,5.01
הרכב,5.01
השלישי,5.01
ואפילו,5.01
וחצי,5.01
חשבון,5.01
ישר,5.01
כללי,5.01
לבני,5.01
להעביר,5.01
מצרים,5.01
ניסיון,5.01
נקודות,5.01
עורך,5.01
צעיר,5.01
קבוצה,5.01
קרא,5.01
רצה,5.01
שירות,5.01
שלם,5.01
אליהם,5.0
אפשרות,5.0
בשלב,5.0
דף,5.0
העניין,5.0
הצבא,5.0
השימוש,5.0
ובכל,5.0
וכי,5.0
זוג,5.0
יחסית,5.0
ייתכן,5.0
ישנה,5.0
כולו,5.0
לבצע,5.0
להפוך,5.0
לקח,5.0
מכירה,5.0
מלבד,5.0
מסוג,5.0
מראש,5.0
נשק,5.0
סעיף,5.0
ספרי,5.0
פרי,5.0
קיימת,5.0
רציתי,5.0
שאף,5.0
שבועות,5.0
שבין,5.0
שלח,5.0
שעל,5.0
to,4.99
אגב,4.99
אדום,4.99
ביחס,4.99
בימי,4.99
ביקורת,4.99
במשרד,4.99
בנוגע,4.99
בניו,4.99
בסופו,4.99
ברית,4.99
גרוע,4.99
הגדולים,4.99
ההורים,4.99
היי,4.99
הלאומי,4.99
ולאחר,4.99
זונה,4.99
ח,4.99
חומר,4.99
יבוא,4.99
יופי,4.99
כתוב,4.99
לגרום,4.99
לישון,4.99
לעלות,4.99
לרוב,4.99
מדיניות,4.99
מוצא,4.99
מוקדם,4.99
מכך,4.99
נמצאת,4.99
צודק,4.99
רחוק,4.99
שדה,4.99
שיעור,4.99
שנייה,4.99
תשובה,4.99
אכפת,4.98
בבתי,4.98
בערב,4.98
דור,4.98
החוץ,4.98
זהב,4.98
טובות,4.98
כשאני,4.98
לאחרונה,4.98
לבחור,4.98
להלן,4.98
לחץ,4.98
לטובת,4.98
מאי,4.98
מילים,4.98
מתה,4.98
נגמר,4.98
נוספות,4.98
נעים,4.98
סיכוי,4.98
עצמך,4.98
פתאום,4.98
שאנו,4.98
שהן,4.98
ארצות,4.97
במערכת,4.97
בנימין,4.97
בעבודה,4.97
בצפון,4.97
בשטח,4.97
בתחילת,4.97
המילה,4.97
הצעיר,4.97
השונים,4.97
התחיל,4.97
טעות,4.97
יתר,4.97
להסביר,4.97
להפסיק,4.97
לחיים,4.97
מביא,4.97
מבצע,4.97
מחקר,4.97
מצאתי,4.97
מרגישה,4.97
סגן,4.97
עמוד,4.97
קבוצות,4.97
קרן,4.97
קשור,4.97
ראוי,4.97
שלישי,4.97
שעבר,4.97
תקווה,4.97
of,4.96
אלינו,4.96
בחודש,4.96
במהירות,4.96
בעברית,4.96
בעלת,4.96
ברחבי,4.96
דרכים,4.96
הבריאות,4.96
הגיעה,4.96
ההוא,4.96
המציאות,4.96
המרכז,4.96
הקהילה,4.96
הקטן,4.96
הרעיון,4.96
השבת,4.96
ואנחנו,4.96
חוקי,4.96
חושבים,4.96
יא,4.96
ישראלים,4.96
למטה,4.96
לפתוח,4.96
מהן,4.96
מילה,4.96
מסוים,4.96
מעשה,4.96
עברו,4.96
עמד,4.96
עשוי,4.96
פרשת,4.96
ציבור,4.96
רעיון,4.96
רקע,4.96
שאינם,4.96
שכר,4.96
שניות,4.96
תמונה,4.96
i,4.95
אוהבים,4.95
בחברה,4.95
ביטוי,4.95
בנים,4.95
בקרוב,4.95
גדולות,4.95
האחרים,4.95
הטבע,4.95
המשך,4.95
הנושא,4.95
העונה,4.95
הערבי,4.95
הקמת,4.95
השלטון,4.95
התוכנית,4.95
התקשורת,4.95
ושם,4.95
זוהי,4.95
חבל,4.95
חיה,4.95
חיל,4.95
טיפול,4.95
יצאו,4.95
כותב,4.95
כמות,4.95
לאט,4.95
לאן,4.95
להכיר,4.95
לנסות,4.95
לעבר,4.95
לפעול,4.95
מוזר,4.95
מושלם,4.95
מצא,4.95
מצחיק,4.95
סמוך,4.95
עברית,4.95
עסקים,4.95
צבא,4.95
צד,4.95
קבע,4.95
שזו,4.95
תושבי,4.95
אופן,4.94
באים,4.94
בפועל,4.94
בשנות,4.94
גבי,4.94
האי,4.94
החלק,4.94
הצעת,4.94
השואה,4.94
השמש,4.94
התשובה,4.94
ושוב,4.94
חולה,4.94
חם,4.94
ישנם,4.94
כולה,4.94
כפר,4.94
לבקש,4.94
לגלות,4.94
לוח,4.94
לעצמי,4.94
לפגוע,4.94
מורה,4.94
מציע,4.94
נולד,4.94
נחמד,4.94
נחשב,4.94
סופר,4.94
עסק,4.94
ראשית,4.94
שב,4.94
שחקן,4.94
שיחה,4.94
שמישהו,4.94
שמע,4.94
תוכל,4.94
תפקיד,4.94
תקופת,4.94
תקשורת,4.94
באירופה,4.93
בראשית,4.93
האל,4.93
הדם,4.93
החברים,4.93
הכוח,4.93
המערכת,4.93
הנוער,4.93
התרבות,4.93
ואל,4.93
ויותר,4.93
זכה,4.93
חיילים,4.93
יושב,4.93
יחסי,4.93
כמוך,4.93
מיוחדת,4.93
מצליח,4.93
נוכל,4.93
ניו,4.93
נתונים,4.93
עזה,4.93
עמוק,4.93
שש,4.93
תכנית,4.93
אחוז,4.92
אישית,4.92
איתם,4.92
בהצלחה,4.92
ביד,4.92
בלב,4.92
בסרט,4.92
בשר,4.92
בתקופת,4.92
גוריון,4.92
גרם,4.92
האלו,4.92
הזדמנות,4.92
התקופה,4.92
וכמה,4.92
כאלו,4.92
כיף,4.92
לאדם,4.92
להן,4.92
לעיר,4.92
לעצמו,4.92
לרגע,4.92
מדברת,4.92
מחיר,4.92
מכבי,4.92
מקבלים,4.92
מרדכי,4.92
פיתוח,4.92
פעמיים,4.92
פרטי,4.92
צעירים,4.92
קבלת,4.92
שמן,4.92
שקט,4.92
תיק,4.92
תנאי,4.92
תנועה,4.92
אילו,4.91
אירוע,4.91
בארצות,4.91
בגין,4.91
בדבר,4.91
בדרום,4.91
האוצר,4.91
הוועדה,4.91
הטובה,4.91
היד,4.91
הצד,4.91
הצליח,4.91
וזאת,4.91
חזקה,4.91
יוסי,4.91
כתוצאה,4.91
לוקח,4.91
לחפש,4.91
לנצח,4.91
לפנות,4.91
לשלוח,4.91
לשני,4.91
לתקן,4.91
מטר,4.91
שטח,4.91
שינה,4.91
תנועת,4.91
אדוני,4.9
אחיו,4.9
אליי,4.9
ארוכה,4.9
באר,4.9
במשחק,4.9
בסך,4.9
בפנים,4.9
גל,4.9
דניאל,4.9
הביא,4.9
המידע,4.9
הנראה,4.9
הערבים,4.9
הפעולה,4.9
הקודם,4.9
הרוח,4.9
חופשי,4.9
לאחד,4.9
להקים,4.9
להרגיש,4.9
לכאורה,4.9
לכיוון,4.9
לראש,4.9
מאמינה,4.9
מוות,4.9
מוזיקה,4.9
מזון,4.9
מעין,4.9
נמוך,4.9
עדיף,4.9
עומדת,4.9
עלייך,4.9
פעולות,4.9
פרסום,4.9
קבוע,4.9
רצון,4.9
שתהיה,4.9
תגיד,4.9
אישור,4.89
אמן,4.89
בכפר,4.89
בעיני,4.89
בקשר,4.89
בריאות,4.89
גישה,4.89
האש,4.89
הופך,4.89
המועצה,4.89
הקהל,4.89
הקרקע,4.89
הראשי,4.89
השירים,4.89
התיכון,4.89
חובה,4.89
חשיבות,4.89
יכולות,4.89
לכולם,4.89
למות,4.89
לציון,4.89
לצפות,4.89
מגיעים,4.89
משפחות,4.89
נאמר,4.89
עבודת,4.89
ערוץ,4.89
פסק,4.89
צילום,4.89
קרב,4.89
שמי,4.89
שמש,4.89
שניתן,4.89
שרק,4.89
תואר,4.89
תוצאות,4.89
תראה,4.89
אבו,4.88
אח,4.88
ביקש,4.88
במקומות,4.88
ההגנה,4.88
הטובים,4.88
המפלגה,4.88
העובדים,4.88
הצורך,4.88
השר,4.88
התעופה,4.88
טל,4.88
להגן,4.88
להניח,4.88
מבחינת,4.88
מצוות,4.88
מצפה,4.88
משפחת,4.88
עומדים,4.88
ענק,4.88
פרופ,4.88
קדימה,4.88
רוסיה,4.88
רחוב,4.88
שהייתי,4.88
שומע,4.88
שניהם,4.88
תמיכה,4.88
אורי,4.87
אליהו,4.87
דו,4.87
הגנה,4.87
החדשות,4.87
החליט,4.87
הלכה,4.87
הנכון,4.87
הסדר,4.87
הצדדים,4.87
ואיך,4.87
והנה,4.87
וידאו,4.87
חרא,4.87
טלפון,4.87
יוצאים,4.87
ישן,4.87
כאמור,4.87
להישאר,4.87
לימוד,4.87
מהווה,4.87
מזכיר,4.87
מחפשים,4.87
משתמש,4.87
נהיה,4.87
נתניהו,4.87
פתרון,4.87
צדק,4.87
קלה,4.87
שבא,4.87
שהייתה,4.87
שליטה,4.87
אודות,4.86
אוי,4.86
איננו,4.86
"ארה""ב",4.86
באיזה,4.86
ברוב,4.86
בשוק,4.86
גרמניה,4.86
דת,4.86
האהבה,4.86
ההיסטוריה,4.86
הלאומית,4.86
המספר,4.86
הרכבת,4.86
חברתית,4.86
חיות,4.86
חמישה,4.86
חשובה,4.86
יחסים,4.86
יסוד,4.86
להאמין,4.86
להוסיף,4.86
לחלק,4.86
לחם,4.86
לקבוע,4.86
מובן,4.86
מחפש,4.86
מסוגל,4.86
מתן,4.86
פועל,4.86
פרטים,4.86
צבע,4.86
שואל,4.86
שלטון,4.86
תן,4.86
אפשרי,4.85
באחד,4.85
בואי,4.85
בחזרה,4.85
בעצמו,4.85
האוכל,4.85
החלטה,4.85
המרכזי,4.85
הספרים,4.85
הרשות,4.85
וואו,4.85
ז,4.85
"ז""ל",4.85
כלים,4.85
כלשהו,4.85
כרטיס,4.85
להחזיר,4.85
להכין,4.85
להראות,4.85
לכבוד,4.85
מחכה,4.85
מכירים,4.85
מנחם,4.85
ניסה,4.85
ניתוח,4.85
נראית,4.85
ע,4.85
עברה,4.85
פתוח,4.85
רגל,4.85
שאי,4.85
שומר,4.85
שייך,4.85
שיכול,4.85
תחילה,4.85
תרגום,4.85
אדמה,4.84
אחראי,4.84
אחריו,4.84
אחריות,4.84
איתן,4.84
אריה,4.84
בחורה,4.84
בחיפה,4.84
ביטחון,4.84
בינתיים,4.84
במספר,4.84
גורמים,4.84
דני,4.84
דקה,4.84
האדמה,4.84
האתר,4.84
