word,frequency
hài,5.07
hào,5.07
hẹn,5.07
ngàn,5.07
săn,5.07
sổ,5.07
thang,5.07
thước,5.07
thở,5.07
tặng,5.07
tờ,5.07
can,5.06
cháy,5.06
d,5.06
giành,5.06
gà,5.06
hổ,5.06
khiển,5.06
khổ,5.06
kênh,5.06
mệnh,5.06
nghề,5.06
phái,5.06
thù,5.06
thạch,5.06
trấn,5.06
tùy,5.06
đẳng,5.06
đế,5.06
hè,5.05
lưng,5.05
mạc,5.05
quê,5.05
tan,5.05
thuyền,5.05
trào,5.05
trông,5.05
tô,5.05
đệ,5.05
bờ,5.04
dàng,5.04
dậy,5.04
dị,5.04
dọa,5.04
gắn,5.04
lỗ,5.04
mê,5.04
mười,5.04
mắn,5.04
phiếu,5.04
quỹ,5.04
trữ,5.04
đo,5.04
ưu,5.04
bò,5.03
bật,5.03
giường,5.03
kêu,5.03
mũi,5.03
ngô,5.03
thẩm,5.03
vĩ,5.03
đáp,5.03
cẩn,5.02
cặp,5.02
dao,5.02
hấp,5.02
hỏng,5.02
khoản,5.02
lộc,5.02
mệt,5.02
thăng,5.02
địch,5.02
ả,5.02
bề,5.01
chạm,5.01
chặn,5.01
cương,5.01
dưỡng,5.01
dạ,5.01
gió,5.01
giỏi,5.01
hỏa,5.01
lẫn,5.01
sáu,5.01
tệ,5.01
bồ,5.0
che,5.0
giấc,5.0
họp,5.0
hứng,5.0
lí,5.0
mày,5.0
trồng,5.0
tán,5.0
tổn,5.0
cam,4.99
dám,4.99
ga,4.99
ghế,4.99
giây,4.99
giọng,4.99
gỗ,4.99
khám,4.99
miễn,4.99
ngang,4.99
nhẹ,4.99
nỗ,4.99
thiệt,4.99
thua,4.99
tri,4.99
tỉ,4.99
viễn,4.99
vỡ,4.99
york,4.99
ác,4.99
ống,4.99
bi,4.98
giảng,4.98
hoang,4.98
huyền,4.98
huấn,4.98
mông,4.98
mưa,4.98
niềm,4.98
tàn,4.98
đuổi,4.98
đỗ,4.98
bá,4.97
cổng,4.97
cờ,4.97
ha,4.97
khô,4.97
lầm,4.97
phức,4.97
trục,4.97
usd,4.97
xâm,4.97
ủng,4.97
bè,4.96
city,4.96
cân,4.96
cấm,4.96
huynh,4.96
hứa,4.96
kho,4.96
kịch,4.96
on,4.96
phan,4.96
phạt,4.96
sài,4.96
sạn,4.96
thoải,4.96
tung,4.96
tần,4.96
vẽ,4.96
bối,4.95
canh,4.95
góc,4.95
hiến,4.95
nhu,4.95
phán,4.95
răng,4.95
tháp,4.95
top,4.95
trú,4.95
trăm,4.95
trống,4.95
túc,4.95
xưa,4.95
biện,4.94
chối,4.94
chợ,4.94
khán,4.94
lặng,4.94
phu,4.94
xu,4.94
đai,4.94
đập,4.94
đốt,4.94
bão,4.93
chuột,4.93
chấm,4.93
cốt,4.93
gòn,4.93
james,4.93
khóc,4.93
loan,4.93
lãng,4.93
lăng,4.93
lưới,4.93
mẽ,4.93
nhắn,4.93
ném,4.93
pha,4.93
thảm,4.93
tròn,4.93
trứng,4.93
tứ,4.93
vạn,4.93
đinh,4.93
bơi,4.92
cỏ,4.92
dĩ,4.92
gấp,4.92
lui,4.92
ngọt,4.92
nhảy,4.92
thai,4.92
thuế,4.92
thẻ,4.92
trốn,4.92
tọa,4.92
tụ,4.92
vỏ,4.92
đe,4.92
điệu,4.92
đua,4.92
bạo,4.91
cup,4.91
cản,4.91
dũng,4.91
dư,4.91
g,4.91
giàu,4.91
giày,4.91
hô,4.91
hư,4.91
khấu,4.91
lam,4.91
mi,4.91
mãn,4.91
o,4.91
phước,4.91
rãi,4.91
vong,4.91
đền,4.91
chừng,4.9
dặm,4.9
internet,4.9
k,4.9
khuyên,4.9
kịp,4.9
mảnh,4.9
ngực,4.9
rác,4.9
tha,4.9
thả,4.9
tiệc,4.9
treo,4.9
tách,4.9
tống,4.9
ung,4.9
đuôi,4.9
đòi,4.9
bám,4.89
dày,4.89
hiển,4.89
kg,4.89
lang,4.89
ngã,4.89
rửa,4.89
thịnh,4.89
đĩa,4.89
đồn,4.89
buôn,4.88
chánh,4.88
cựu,4.88
km,4.88
kém,4.88
phỏng,4.88
trà,4.88
you,4.88
ép,4.88
úc,4.88
điệp,4.88
ạ,4.88
ấm,4.88
ốc,4.88
bảy,4.87
chuỗi,4.87
căng,4.87
dinh,4.87
dính,4.87
hoài,4.87
lôi,4.87
michael,4.87
nhánh,4.87
tháo,4.87
thằng,4.87
tiếc,4.87
trích,4.87
tảng,4.87
world,4.87
xứng,4.87
đựng,4.87
ảo,4.87
cỡ,4.86
hiếm,4.86
hiếu,4.86
hầm,4.86
lào,4.86
mộc,4.86
tùng,4.86
vé,4.86
bia,4.85
chấn,4.85
cú,4.85
cất,4.85
cột,4.85
david,4.85
dược,4.85
gan,4.85
giận,4.85
hoà,4.85
hung,4.85
man,4.85
mau,4.85
mát,4.85
mưu,4.85
p,4.85
thuần,4.85
thợ,4.85
trăng,4.85
ám,4.85
đợt,4.85
chín,4.84
cán,4.84
cảng,4.84
http,4.84
r,4.84
san,4.84
sót,4.84
trạm,4.84
tước,4.84
ái,4.84
đeo,4.84
đàm,4.84
bẩn,4.83
bếp,4.83
cướp,4.83
dọc,4.83
gương,4.83
is,4.83
lô,4.83
non,4.83
thiểu,4.83
thách,4.83
trinh,4.83
trúng,4.83
tàng,4.83
tựa,4.83
van,4.83
ân,4.83
điền,4.83
bến,4.82
cai,4.82
chủng,4.82
dàn,4.82
dứt,4.82
hi,4.82
huyết,4.82
huế,4.82
ii,4.82
khổng,4.82
kiên,4.82
miếng,4.82
ngạc,4.82
ngọn,4.82
nhi,4.82
sẻ,4.82
tuyết,4.82
bát,4.81
bột,4.81
chinh,4.81
cốc,4.81
giam,4.81
khuyến,4.81
kệ,4.81
lũ,4.81
lừa,4.81
me,4.81
nghèo,4.81
ngón,4.81
ngơi,4.81
ngại,4.81
nấu,4.81
park,4.81
say,4.81
than,4.81
tuấn,4.81
chở,4.8
cãi,4.8
george,4.8
ho,4.8
hán,4.8
hỗn,4.8
khuôn,4.8
kèm,4.8
nhẫn,4.8
singapore,4.8
sánh,4.8
sữa,4.8
thiền,4.8
thùng,4.8
trưa,4.8
xóa,4.8
duyệt,4.79
dường,4.79
hang,4.79
hoan,4.79
mèo,4.79
móc,4.79
phiền,4.79
pháo,4.79
soạn,4.79
thám,4.79
tú,4.79
ôm,4.79
chán,4.78
cụm,4.78
giãn,4.78
hòn,4.78
hối,4.78
luân,4.78
lát,4.78
mạn,4.78
mồi,4.78
rắn,4.78
sỹ,4.78
thải,4.78
viêm,4.78
bách,4.77
co,4.77
dã,4.77
hằng,4.77
khái,4.77
phẫu,4.77
trầm,4.77
trộm,4.77
xưởng,4.77
đan,4.77
ức,4.77
bận,4.76
chai,4.76
chiêu,4.76
chăn,4.76
côn,4.76
cẩm,4.76
de,4.76
khẳng,4.76
kín,4.76
liều,4.76
mm,4.76
my,4.76
nho,4.76
nô,4.76
quyển,4.76
rau,4.76
tia,4.76
tiêm,4.76
windows,4.76
úy,4.76
chìm,4.75
cám,4.75
for,4.75
khung,4.75
khát,4.75
kĩ,4.75
malaysia,4.75
muối,4.75
màng,4.75
mộng,4.75
thép,4.75
thụy,4.75
tour,4.75
tuân,4.75
tám,4.75
táo,4.75
tốn,4.75
vững,4.75
xạ,4.75
bông,4.74
cửu,4.74
dâm,4.74
hoảng,4.74
khoan,4.74
khôi,4.74
khẩn,4.74
leo,4.74
lưỡi,4.74
lồ,4.74
mạo,4.74
nhuận,4.74
nhị,4.74
sàn,4.74
túy,4.74
đầm,4.74
album,4.73
bùi,4.73
google,4.73
khoáng,4.73
khuẩn,4.73
khích,4.73
khứ,4.73
kiều,4.73
lẻ,4.73
lọc,4.73
paris,4.73
peter,4.73
trôi,4.73
trượt,4.73
vuông,4.73
xá,4.73
ơi,4.73
bụi,4.72
chép,4.72
duyên,4.72
gián,4.72
men,4.72
mây,4.72
mù,4.72
quỷ,4.72
sợi,4.72
tao,4.72
tủ,4.72
vây,4.72
đặng,4.72
chư,4.71
chả,4.71
dọn,4.71
hẹp,4.71
kem,4.71
kiệt,4.71
lân,4.71
lồng,4.71
muộn,4.71
mì,4.71
nguyệt,4.71
ngầm,4.71
nét,4.71
nấm,4.71
phe,4.71
quái,4.71
tiềm,4.71
trịnh,4.71
vội,4.71
đoạt,4.71
đói,4.71
bỉ,4.7
gói,4.7
hiền,4.7
lỏng,4.7
ngắm,4.7
rồng,4.7
su,4.7
tang,4.7
thạnh,4.7
xoay,4.7
à,4.7
đằng,4.7
ổ,4.7
bồi,4.69
canada,4.69
dáng,4.69
ghé,4.69
giáng,4.69
league,4.69
lãm,4.69
mến,4.69
na,4.69
nhãn,4.69
nhượng,4.69
nút,4.69
nướng,4.69
sốt,4.69
thưa,4.69
tv,4.69
tươi,4.69
ven,4.69
xô,4.69
ôn,4.69
by,4.68
bút,4.68
dạo,4.68
it,4.68
khen,4.68
khôn,4.68
kí,4.68
lắp,4.68
mồ,4.68
nhấn,4.68
paul,4.68
tạ,4.68
vang,4.68
vú,4.68
xích,4.68
đồi,4.68
ấp,4.68
axit,4.67
cống,4.67
giấu,4.67
heo,4.67
hôi,4.67
kỉ,4.67
lò,4.67
lầu,4.67
mọc,4.67
mỏi,4.67
nạp,4.67
nẵng,4.67
triết,4.67
tóm,4.67
xóm,4.67
bọc,4.66
cáp,4.66
dâng,4.66
hot,4.66
huỳnh,4.66
hâm,4.66
lee,4.66
mươi,4.66
nghìn,4.66
nâu,4.66
nương,4.66
quét,4.66
ruột,4.66
sưu,4.66
virus,4.66
đẻ,4.66
all,4.65
bốc,4.65
bội,4.65
cm,4.65
cược,4.65
dâu,4.65
im,4.65
lúa,4.65
lợn,4.65
nạ,4.65
rũ,4.65
thiệp,4.65
thoái,4.65
thổi,4.65
tiệm,4.65
trộn,4.65
va,4.65
giật,4.64
gã,4.64
hận,4.64
mét,4.64
mỏ,4.64
ngư,4.64
ngập,4.64
nhầm,4.64
nụ,4.64
suối,4.64
tớ,4.64
điên,4.64
đạp,4.64
chôn,4.63
chăng,4.63
gợi,4.63
huệ,4.63
hãi,4.63
hưu,4.63
kiếp,4.63
má,4.63
mũ,4.63
nai,4.63
ng,4.63
nhạt,4.63
nhịp,4.63
phế,4.63
đáy,4.63
đâm,4.63
đống,4.63
đớn,4.63
henry,4.62
huống,4.62
khang,4.62
lưỡng,4.62
lỡ,4.62
nhắm,4.62
nát,4.62
phẳng,4.62
quỳnh,4.62
robert,4.62
tràn,4.62
tạng,4.62
váy,4.62
