word,frequency
அமெரிக்க,5.6
அம்மா,5.6
எடுத்து,5.6
சிறப்பு,5.6
முறையில்,5.6
வர,5.6
வி,5.6
விஜய்,5.6
இடத்தில்,5.59
இந்தியாவில்,5.59
இன்றைய,5.59
கேள்வி,5.59
சென்று,5.59
நன்றி,5.59
நான்கு,5.59
பிரதமர்,5.59
பொது,5.59
போதும்,5.59
முடிவு,5.59
வகையில்,5.59
எதிராக,5.58
ஜி,5.58
9,5.57
ஆயிரம்,5.57
இல்லாத,5.57
எனவும்,5.57
தங்கள்,5.57
தேர்வு,5.57
நமக்கு,5.57
நானும்,5.57
மாலை,5.57
http,5.56
ஆட்சி,5.56
இந்து,5.56
இவை,5.56
ஏற்படும்,5.56
ஒருவர்,5.56
செய்தி,5.56
செல்லும்,5.56
தெரியும்,5.56
வழி,5.56
விலை,5.56
வேண்டாம்,5.56
அடிப்படையில்,5.55
அளவு,5.55
ஆகியோர்,5.55
இணைந்து,5.55
இல்,5.55
உணவு,5.55
உன்,5.55
கதை,5.55
கருத்து,5.55
காதல்,5.55
கீழ்,5.55
தண்ணீர்,5.55
மார்ச்,5.55
அதாவது,5.54
அவர்களுக்கு,5.54
ஆக,5.54
இதற்கு,5.54
இனி,5.54
எவ்வளவு,5.54
ஏ,5.54
கிடைக்கும்,5.54
கூடிய,5.54
கொடுத்து,5.54
நாடு,5.54
பொருள்,5.54
முதல்வர்,5.54
யாரும்,5.54
வந்தது,5.54
அப்படியே,5.53
இவர்கள்,5.53
உடல்,5.53
உண்மை,5.53
தொகுதி,5.53
நடந்த,5.53
நாட்டின்,5.53
பழைய,5.53
முழுவதும்,5.53
அனைவரும்,5.52
அரசின்,5.52
அருகில்,5.52
இதனை,5.52
இந்தக்,5.52
சிறு,5.52
துறை,5.52
ல்,5.52
எதுவும்,5.51
எல்,5.51
ஐ,5.51
குழந்தை,5.51
கொலை,5.51
சர்வதேச,5.51
திரு,5.51
திருமணம்,5.51
தேதி,5.51
மக்களுக்கு,5.51
மனம்,5.51
மாணவர்கள்,5.51
முடியாத,5.51
லட்சம்,5.51
அடி,5.5
அடுத்து,5.5
உடனே,5.5
ஏதோ,5.5
காங்கிரஸ்,5.5
குறித்த,5.5
குறிப்பாக,5.5
சிறிய,5.5
தமிழகத்தில்,5.5
நடைபெற்ற,5.5
பாதுகாப்பு,5.5
பெற,5.5
and,5.49
ஐந்து,5.49
தரும்,5.49
நமது,5.49
பள்ளி,5.49
பாடல்,5.49
மகன்,5.49
ஆசிரியர்,5.48
ஆய்வு,5.48
இடங்களில்,5.48
இருக்கு,5.48
கேட்டு,5.48
தடை,5.48
தமிழர்,5.48
தொடர்பான,5.48
நம்பிக்கை,5.48
பக்கம்,5.48
படத்தை,5.48
போராட்டம்,5.48
மொழி,5.48
ம்,5.48
ரொம்ப,5.48
அதற்கு,5.47
அளவுக்கு,5.47
எத்தனை,5.47
கிடையாது,5.47
கூட்டம்,5.47
சேர்ந்து,5.47
நாங்கள்,5.47
போட்டியில்,5.47
மாவட்டம்,5.47
news,5.46
அவருடைய,5.46
உள்ளிட்ட,5.46
சினிமா,5.46
தமது,5.46
நேற்று,5.46
பதிவு,5.46
மணிக்கு,5.46
ரூபாய்,5.46
on,5.45
இவ்வாறு,5.45
எடுக்க,5.45
எப்போதும்,5.45
கால,5.45
கை,5.45
நடக்கும்,5.45
நல்லது,5.45
நேரத்தில்,5.45
பிறந்த,5.45
மழை,5.45
வழக்கு,5.45
உயர்,5.44
உலகம்,5.44
கி,5.44
குறிப்பிட்ட,5.44
சார்ந்த,5.44
தலைமை,5.44
தானே,5.44
நீண்ட,5.44
பகுதி,5.44
பணி,5.44
பெற்று,5.44
வாங்கி,5.44
விரைவில்,5.44
அப்போது,5.43
அவர்களை,5.43
இந்தியாவின்,5.43
இயற்கை,5.43
இருப்பது,5.43
எனக்,5.43
கடந்த,5.43
தேர்தலில்,5.43
பயிற்சி,5.43
பா,5.43
மதுரை,5.43
வீடு,5.43
இரண்டாவது,5.42
துணை,5.42
தொடர்பு,5.42
நீங்க,5.42
பெயரில்,5.42
for,5.41
அவருக்கு,5.41
ஆறு,5.41
உதவி,5.41
உரிமை,5.41
உள்ளனர்,5.41
எதிரான,5.41
கிழக்கு,5.41
குழு,5.41
தந்தை,5.41
நாளை,5.41
போர்,5.41
மருத்துவ,5.41
வயது,5.41
வாய்ப்பு,5.41
வாழும்,5.41
வெறும்,5.41
அதிகமாக,5.4
அப்பா,5.4
அமைப்பு,5.4
இங்கே,5.4
இசை,5.4
இதே,5.4
கண்டு,5.4
செய்யப்பட்ட,5.4
தனி,5.4
நாட்கள்,5.4
நோய்,5.4
பத்து,5.4
மக்களை,5.4
முக்கியமான,5.4
முன்பு,5.4
முயற்சி,5.4
மோடி,5.4
வந்தார்,5.4
அனுமதி,5.39
எனினும்,5.39
சார்,5.39
சென்ற,5.39
ஆண்,5.38
எழுதிய,5.38
ஏதாவது,5.38
குறைந்த,5.38
குழந்தைகள்,5.38
பகுதிகளில்,5.38
படி,5.38
பயணம்,5.38
பொருளாதார,5.38
போன,5.38
முழு,5.38
விழா,5.38
வீட்டில்,5.38
அதனால்,5.37
ஆண்டில்,5.37
இந்தத்,5.37
இரண்டாம்,5.37
இருக்கலாம்,5.37
இருந்தார்,5.37
உறுப்பினர்,5.37
ஏற்பட்ட,5.37
கல்லூரி,5.37
சட்டம்,5.37
சிகிச்சை,5.37
செய்தார்,5.37
சேவை,5.37
தன்னை,5.37
தமிழில்,5.37
நிதி,5.37
பிற,5.37
போகும்,5.37
மாவட்டத்தில்,5.37
வது,5.37
அ,5.36
அதுவும்,5.36
ஆதரவு,5.36
ஆனா,5.36
எதிர்ப்பு,5.36
என்பதே,5.36
செயலாளர்,5.36
டாக்டர்,5.36
திகதி,5.36
தினம்,5.36
பதவி,5.36
பயன்படுத்தி,5.36
பால்,5.36
மனதில்,5.36
மனைவி,5.36
வழியாக,5.36
அமெரிக்கா,5.35
உறுதி,5.35
ஐக்கிய,5.35
கொள்ள,5.35
சட்டமன்ற,5.35
சொல்லும்,5.35
ஜெயலலிதா,5.35
தர,5.35
மே,5.35
வடக்கு,5.35
வந்தால்,5.35
அருகே,5.34
ஆண்டுகள்,5.34
உடன்,5.34
உட்பட,5.34
உயிர்,5.34
குரல்,5.34
கொடுத்த,5.34
செல்ல,5.34
சொந்த,5.34
தமிழ்நாட்டில்,5.34
தாய்,5.34
நாட்டில்,5.34
நிறுவனங்கள்,5.34
பங்கு,5.34
பார்த்த,5.34
மன,5.34
மேற்பட்ட,5.34
வாங்க,5.34
வீடியோ,5.34
ஸ்ரீ,5.34
இதுவரை,5.33
இன்னொரு,5.33
கொண்டது,5.33
கோயில்,5.33
சரியான,5.33
சின்ன,5.33
த,5.33
தெரியாது,5.33
நடவடிக்கை,5.33
நம்மை,5.33
நோக்கி,5.33
படத்தில்,5.33
பேச,5.33
பொதுவாக,5.33
பொருட்கள்,5.33
முன்னர்,5.33
வைக்க,5.33
இடையே,5.32
உங்களை,5.32
கடவுள்,5.32
கடைசி,5.32
கட்சியின்,5.32
கால்,5.32
கையில்,5.32
கொடுக்க,5.32
கோவில்,5.32
சக்தி,5.32
சிலர்,5.32
திமுக,5.32
தொடர்,5.32
நம்ம,5.32
நாடுகள்,5.32
நிறுவனத்தின்,5.32
பார்க்கும்,5.32
போக,5.32
போலீஸ்,5.32
மட்டுமல்ல,5.32
மிகப்பெரிய,5.32
வரலாறு,5.32
வளர்ச்சி,5.32
விட்டது,5.32
வெளியே,5.32
அறிவியல்,5.31
இவ்வளவு,5.31
காட்சி,5.31
காந்தி,5.31
கொண்டிருக்கும்,5.31
செய்வது,5.31
சேர்த்து,5.31
சொன்ன,5.31
நடிகை,5.31
படத்தின்,5.31
படிக்க,5.31
மாற்றம்,5.31
வருகிறார்,5.31
விளையாட்டு,5.31
அத்துடன்,5.3
அறிக்கை,5.3
அவரை,5.3
இலங்கையில்,5.3
கண்,5.3
சட்ட,5.3
சென்னையில்,5.3
செயல்,5.3
தன்னுடைய,5.3
தம்,5.3
தேடி,5.3
நாட்டு,5.3
மாறி,5.3
முகம்,5.3
ரசிகர்கள்,5.3
விநாயகர்,5.3
வீட்டு,5.3
read,5.29
ஆனாலும்,5.29
இருப்பதால்,5.29
இவரது,5.29
உற்பத்தி,5.29
உலகின்,5.29
எழுதி,5.29
கடந்து,5.29
கட்டி,5.29
கொண்டார்,5.29
தலை,5.29
தேவையான,5.29
நாளில்,5.29
படங்கள்,5.29
பேசி,5.29
வகை,5.29
விசாரணை,5.29
விடுதலை,5.29
ஆண்டுகளுக்கு,5.28
இத்தகைய,5.28
இறுதி,5.28
எண்,5.28
எண்ணிக்கை,5.28
கூறினார்,5.28
கேட்க,5.28
தினமும்,5.28
நன்கு,5.28
நின்று,5.28
பாலியல்,5.28
பேச்சு,5.28
மின்,5.28
மொத்த,5.28
by,5.27
அடிப்படை,5.27
அனைவருக்கும்,5.27
இருக்கின்றன,5.27
உங்க,5.27
உனக்கு,5.27
ஊர்,5.27
ஏனெனில்,5.27
கிலோ,5.27
கீழே,5.27
நகரில்,5.27
நடத்த,5.27
நடிக்க,5.27
நாடுகளில்,5.27
போன்று,5.27
ரஜினி,5.27
வட,5.27
வருகின்றன,5.27
விமான,5.27
அண்ணா,5.26
இதுதான்,5.26
இயக்கத்தில்,5.26
எது,5.26
கடல்,5.26
கலை,5.26
கார்,5.26
குடும்ப,5.26
தண்டனை,5.26
திராவிட,5.26
நூல்,5.26
பொழுது,5.26
போட்டி,5.26
மூலமாக,5.26
விளக்கம்,5.26
p,5.25
அரச,5.25
அவ்வளவு,5.25
கடன்,5.25
கடும்,5.25
காவிரி,5.25
கொண்டே,5.25
சமயம்,5.25
செய்தால்,5.25
சொல்,5.25
தவறு,5.25
புகார்,5.25
பெரும்பாலும்,5.25
பேசும்,5.25
மற்றொரு,5.25
மிகுந்த,5.25
முதலமைச்சர்,5.25
வழியில்,5.25
is,5.24
அன்பு,5.24
அவசியம்,5.24
இருவரும்,5.24
எங்களுக்கு,5.24
எங்கே,5.24
கவிதை,5.24
காவல்,5.24
சுற்றி,5.24
சூப்பர்,5.24
தமிழகம்,5.24
பலர்,5.24
புது,5.24
மனிதன்,5.24
வயதில்,5.24
வழங்கும்,5.24
வீரர்கள்,5.24
i,5.23
அப்புறம்,5.23
இயக்குனர்,5.23
இளம்,5.23
உள்ளார்,5.23
ஊழல்,5.23
எங்க,5.23
என்பதால்,5.23
ப,5.23
பாடல்கள்,5.23
புரிந்து,5.23
வழக்கில்,5.23
விஷயம்,5.23
அத்தனை,5.22
அவர்களது,5.22
இயக்குநர்,5.22
உண்மையான,5.22
எழுந்து,5.22
கலைஞர்,5.22
தமிழர்கள்,5.22
தலைமையில்,5.22
தாக்குதல்,5.22
நடைபெறும்,5.22
நவீன,5.22
பாஜக,5.22
பிரதேச,5.22
முன்னணி,5.22
விடும்,5.22
விருது,5.22
வீட்டுக்கு,5.22
அதனை,5.21
இடையில்,5.21
இந்தி,5.21
இறுதியில்,5.21
என்பவர்,5.21
ஏற்பட்டது,5.21
கூட்டணி,5.21
கோரிக்கை,5.21
க்கு,5.21
செய்தது,5.21
தொடங்கி,5.21
நடித்த,5.21
நினைவு,5.21
பெற்றது,5.21
மருத்துவமனையில்,5.21
மிகப்,5.21
மீ,5.21
மீதான,5.21
வங்கி,5.21
அடையாளம்,5.2
அனைத்தும்,5.2
இடம்பெற்ற,5.2
இருந்தன,5.2
உறுப்பினர்கள்,5.2
எதிர்த்து,5.2
என்றாலும்,5.2
ஒருநாள்,5.2
கூறப்படுகிறது,5.2
கொடுக்கும்,5.2
சாதாரண,5.2
தெரியவில்லை,5.2
தெரியாமல்,5.2
நடந்து,5.2
நினைத்து,5.2
பாருங்கள்,5.2
பிரிவு,5.2
பெரும்பாலான,5.2
போன்,5.2
ரயில்,5.2
இணைய,5.19
உலகில்,5.19
உள்ளே,5.19
எனப்,5.19
எனப்படும்,5.19
ஓ,5.19
கடிதம்,5.19
கருணாநிதி,5.19
சங்கம்,5.19
சாலை,5.19
ஜே,5.19
தனியார்,5.19
திரும்பி,5.19
தென்,5.19
நண்பர்கள்,5.19
நிச்சயம்,5.19
பட,5.19
பெண்களுக்கு,5.19
போலவே,5.19
மகளிர்,5.19
மகள்,5.19
மகிழ்ச்சி,5.19
மூத்த,5.19
ராஜா,5.19
வாழ்க்கையில்,5.19
வீரர்,5.19
வெளியான,5.19
வைக்கும்,5.19
with,5.18
அரசுக்கு,5.18
இருப்பினும்,5.18
இலக்கிய,5.18
ஏழு,5.18
ஒன்றை,5.18
கமல்,5.18
சிறையில்,5.18
சோதனை,5.18
தற்கொலை,5.18
திரும்ப,5.18
தொகை,5.18
போக்குவரத்து,5.18
ரெண்டு,5.18
அணியின்,5.17
அதிகமான,5.17
அறிவிப்பு,5.17
ஆகியவை,5.17
ஆங்கில,5.17
ஆசை,5.17
ஆராய்ச்சி,5.17
இங்கிலாந்து,5.17
எ,5.17
எண்ணெய்,5.17
எதையும்,5.17
குரு,5.17
கொள்கை,5.17
சார்பில்,5.17
தமிழ்த்,5.17
தூக்கி,5.17
தெரியுமா,5.17
நிலையம்,5.17
நீதி,5.17
நீதிபதி,5.17
பணிகள்,5.17
பின்பு,5.17
பேரும்,5.17
போராட்டத்தில்,5.17
மில்லியன்,5.17
முடியுமா,5.17
வாரம்,5.17
விடுதலைப்,5.17
வேண்டியது,5.17
அறிவு,5.16
அவற்றை,5.16
ஆசிரியர்கள்,5.16
இருக்காது,5.16
இருந்தும்,5.16
இல்லையா,5.16
கண்ட,5.16
காண,5.16
கார்பன்,5.16
கூடுதல்,5.16
கேட்ட,5.16
கோவை,5.16
சற்று,5.16
சிங்,5.16
செலவு,5.16
ஜூலை,5.16
டெல்லி,5.16
தற்போதைய,5.16
நடைபெற்றது,5.16
நாடாளுமன்ற,5.16
பணத்தை,5.16
பலரும்,5.16
பிரபல,5.16
பெறும்,5.16
பேசிய,5.16
மத்தியில்,5.16
மாநிலம்,5.16
மிக்க,5.16
முக்கியத்துவம்,5.16
முடியாமல்,5.16
வலி,5.16
வாழ,5.16
அடித்து,5.15
ஆண்கள்,5.15
இயக்கம்,5.15
எடுத்த,5.15
எடுத்துக்,5.15
ஒன்றும்,5.15
கிடைத்த,5.15
குறிப்பிடத்தக்கது,5.15
சங்க,5.15
தம்பி,5.15
துறையில்,5.15
பார்த்தால்,5.15
பெரியார்,5.15
மரம்,5.15
முறையாக,5.15
மேற்கு,5.15
வாழ்ந்து,5.15
விற்பனை,5.15
வெளியீடு,5.15
அடிக்கடி,5.14
அமையும்,5.14
அழகு,5.14
இத்தனை,5.14
எல்லோரும்,5.14
ஏப்ரல்,5.14
கிரிக்கெட்,5.14
குடும்பம்,5.14
கொள்ளும்,5.14
சபை,5.14
ஜூன்,5.14
தனிப்பட்ட,5.14
திரைப்படம்,5.14
நகர்,5.14
நவம்பர்,5.14
புகழ்,5.14
போன்றவை,5.14
மூன்றாவது,5.14
வெள்ளை,5.14
இப்போ,5.13
இல்ல,5.13
எவ்வாறு,5.13
ஒன்றாக,5.13
ஒருவன்,5.13
கர்நாடக,5.13
காணப்படும்,5.13
சம்பவம்,5.13
செய்யப்பட்டது,5.13
சொல்வது,5.13
தகுதி,5.13
தன்மை,5.13
தீர்ப்பு,5.13
பதிலாக,5.13
மத,5.13
விழாவில்,5.13
விவசாயிகள்,5.13
வைத்த,5.13
அதிமுக,5.12
அமெரிக்காவில்,5.12
ஆண்டுகளில்,5.12
இப்ப,5.12
இளைஞர்கள்,5.12
எண்ணம்,5.12
என்னிடம்,5.12
எழுத,5.12
ஏற்கனவே,5.12
கிட்டத்தட்ட,5.12
கேரள,5.12
சிறப்பாக,5.12
பள்ளியில்,5.12
பிரச்சனை,5.12
மஞ்சள்,5.12
மதிப்பு,5.12
மொத்தம்,5.12
வழங்க,5.12
more,5.11
அமெரிக்காவின்,5.11
அமைந்துள்ளது,5.11
அவரின்,5.11
இதுவே,5.11
இந்தச்,5.11
எதிர்,5.11
என்னுடைய,5.11
ஐரோப்பிய,5.11
கட்ட,5.11
குடும்பத்தில்,5.11
செப்டம்பர்,5.11
டிசம்பர்,5.11
தங்க,5.11
தாண்டி,5.11
தெரிந்து,5.11
தொடங்கியது,5.11
நல்லா,5.11
பார்த்தேன்,5.11
பார்வை,5.11
பிரதான,5.11
பெட்ரோல்,5.11
பெயரை,5.11
மதம்,5.11
முழுக்க,5.11
வாழ்வில்,5.11
வேண்டி,5.11
s,5.1
அந்தப்,5.1
ஆலோசனை,5.1
இவன்,5.1
உன்னை,5.1
எனக்கும்,5.1
குமார்,5.1
சென்றார்,5.1
செய்தனர்,5.1
தெலுங்கு,5.1
நேரங்களில்,5.1
பாகிஸ்தான்,5.1
பெண்களின்,5.1
மீட்டர்,5.1
முடியவில்லை,5.1
மும்பை,5.1
அதுதான்,5.09
அளித்த,5.09
இன்,5.09
இராணுவ,5.09
இளைஞர்,5.09
உத்தரவு,5.09
உறவு,5.09
எட்டு,5.09
ஏனைய,5.09
கருப்பு,5.09
காட்டி,5.09
கோபம்,5.09
சாதனை,5.09
சாதி,5.09
சினிமாவில்,5.09
சீனா,5.09
செய்யப்பட்டு,5.09
தோழர்,5.09
நிர்வாகம்,5.09
பட்ட,5.09
பரிசு,5.09
பாஸ்,5.09
பிள்ளை,5.09
பெருமை,5.09
போதே,5.09
மாபெரும்,5.09
முடிந்த,5.09
வரலாற்று,5.09
வருகின்றனர்,5.09
வருடம்,5.09
வாழ்க்கையை,5.09
விழுந்து,5.09
0,5.08
india,5.08
அவனுக்கு,5.08
அவற்றின்,5.08
இறைவன்,5.08
இலங்கையின்,5.08
என்கிற,5.08
கடுமையான,5.08
கட்டுரை,5.08
காலங்களில்,5.08
சரியாக,5.08
சிறிது,5.08
சிலை,5.08
செய்கிறது,5.08
செய்யப்படும்,5.08
ஜனவரி,5.08
திறன்,5.08
நீதிமன்றம்,5.08
நேரில்,5.08
னு,5.08
பட்டியலில்,5.08
பேராசிரியர்,5.08
பேருந்து,5.08
மனு,5.08
முந்தைய,5.08
வெளி,5.08
வேற,5.08
d,5.07
you,5.07
அதுவே,5.07
அமைந்துள்ள,5.07
அமைப்பின்,5.07
அழகான,5.07
இதோ,5.07
இருக்கிறார்,5.07
உதவும்,5.07
எடப்பாடி,5.07
எப்போது,5.07
காணலாம்,5.07
சண்டை,5.07
சுதந்திர,5.07
நன்றாக,5.07
நூறு,5.07
பஸ்,5.07
பிடித்த,5.07
பெண்ணின்,5.07
மரணம்,5.07
மறந்து,5.07
மாத,5.07
மாதத்தில்,5.07
மிகச்,5.07
மேலே,5.07
வந்தனர்,5.07
வரி,5.07
வர்த்தக,5.07
https,5.06
new,5.06
அவ,5.06
அவங்க,5.06
இருந்தனர்,5.06
இலவச,5.06
இழந்து,5.06
இவருக்கு,5.06
உயர்ந்த,5.06
ஊரில்,5.06
எழுத்தாளர்,5.06
எழுத்து,5.06
ஒன்றில்,5.06
ஒருவரை,5.06
ஓய்வு,5.06
கதைகள்,5.06
கொண்டிருந்தது,5.06
சும்மா,5.06
ஜனநாயக,5.06
தடுக்க,5.06
தனக்கு,5.06
தினகரன்,5.06
திருச்சி,5.06
நண்பர்,5.06
பயன்படுத்த,5.06
பிடிக்கும்,5.06
பிரிவில்,5.06
பெண்களை,5.06
மண்,5.06
மாநிலத்தில்,5.06
மாறாக,5.06
யாராவது,5.06
வழங்கப்படும்,5.06
வா,5.06
வார்த்தை,5.06
அக்டோபர்,5.05
அனுபவம்,5.05
இன,5.05
இன்றும்,5.05
எடுக்கும்,5.05
என்றே,5.05
எல்லாமே,5.05
கிராம,5.05
கொழும்பு,5.05
க்கும்,5.05
சொன்னால்,5.05
டிவி,5.05
தெரியாத,5.05
தேவையில்லை,5.05
நம்பி,5.05
நாட்களில்,5.05
நேரடியாக,5.05
பாதிப்பு,5.05
பிடித்து,5.05
பொதுமக்கள்,5.05
பொய்,5.05
முஸ்லிம்,5.05
வாய்,5.05
அந்தக்,5.04
அனுப்பி,5.04
அறிமுகம்,5.04
ஆகஸ்ட்,5.04
ஆகியவற்றை,5.04
உண்மையில்,5.04
எச்சரிக்கை,5.04
கடை,5.04
கனவு,5.04
கல்லூரியில்,5.04
கழக,5.04
காட்டும்,5.04
காற்று,5.04
கிடைத்தது,5.04
கோரி,5.04
சீன,5.04
சேலம்,5.04
சொன்னது,5.04
திட்டத்தை,5.04
நகர,5.04
நிலம்,5.04
பச்சை,5.04
பற்றியும்,5.04
பாவம்,5.04
பொருட்களை,5.04
போட்டிகளில்,5.04
மாகாண,5.04
மீன்,5.04
வகையான,5.04
வசதி,5.04
வருவது,5.04
வாய்ந்த,5.04
ஸ்டாலின்,5.04
at,5.03
அண்ணன்,5.03
அதிர்ச்சி,5.03
அரசியலில்,5.03
அர்த்தம்,5.03
அறிந்து,5.03
அழகிய,5.03
எளிய,5.03
ஓடி,5.03
கட்சிகள்,5.03
கணக்கு,5.03
கண்கள்,5.03
கண்டிப்பாக,5.03
கவிஞர்,5.03
கிராமத்தில்,5.03
கூட்டு,5.03
சந்திக்க,5.03
சமயத்தில்,5.03
சுவாமி,5.03
சொன்னார்,5.03
சொன்னேன்,5.03
தகவல்கள்,5.03
தமிழ்நாட்டு,5.03
தெரிந்த,5.03
தோன்றும்,5.03
நடக்க,5.03
நடந்தது,5.03
நிகழ்ச்சி,5.03
நிலையை,5.03
ன்னு,5.03
போனது,5.03
மாணவர்,5.03
முருகன்,5.03
வழங்கி,5.03
விமர்சனம்,5.03
அழுத்தம்,5.02
ஆவது,5.02
ஏதும்,5.02
ஒப்பந்தம்,5.02
கவலை,5.02
கொஞ்ச,5.02
சேர்ந்தவர்,5.02
திண்டுக்கல்,5.02
தீ,5.02
பகுதியை,5.02
படை,5.02
பாதை,5.02
பெண்ணை,5.02
மருந்து,5.02
மறுபடியும்,5.02
மலை,5.02
மாற்ற,5.02
மாற்றி,5.02
மூன்றாம்,5.02
மையம்,5.02
வரலாற்றில்,5.02
வருகை,5.02
வாழ்ந்த,5.02
h,5.01
அரசாங்கம்,5.01
அவனை,5.01
ஆர்வம்,5.01
இன்றி,5.01
உயர்வு,5.01
எங்களை,5.01
ஏறி,5.01
கட்டணம்,5.01
கணவன்,5.01
கல்யாணம்,5.01
கவனம்,5.01
குற்றம்,5.01
சந்தேகம்,5.01
சார்பாக,5.01
சாலையில்,5.01
செய்திகள்,5.01
தலைவராக,5.01
தொடரில்,5.01
நடத்தி,5.01
நாடுகளின்,5.01
நீட்,5.01
படங்களில்,5.01
பட்டம்,5.01
பண்ணி,5.01
பார்ப்போம்,5.01
போட,5.01
மரியாதை,5.01
மாற்று,5.01
முக்கியம்,5.01
யாருக்கும்,5.01
ரத்து,5.01
வண்ணம்,5.01
விவசாய,5.01
அங்கே,5.0
அஜித்,5.0
அலுவலகம்,5.0
ஆடி,5.0
ஆரம்ப,5.0
