#ESV	Root	Lat	Lon	Verses	Comment
Gomorrah		31.15724866533878	35.4739543300078	Gen 10:19, Gen 13:10, Gen 14:2, Gen 14:8, Gen 14:10, Gen 14:11, Gen 18:20, Gen 19:24, Gen 19:28, Deut 29:23, Deut 32:32, Isa 1:9, Isa 1:10, Isa 13:19, Jer 23:14, Jer 49:18, Jer 50:40, Amos 4:11, Zeph 2:9, Matt 10:15, Rom 9:29, 2 Pet 2:6, Jude 1:7	
Goshen 1		30.72850163814402	31.80469223616506	Gen 45:10, Gen 46:28, Gen 46:29, Gen 46:34, Gen 47:1, Gen 47:4, Gen 47:6, Gen 47:27, Gen 50:8, Ex 8:22, Ex 9:26	
Goshen 2		31.450000	34.916667	Josh 10:41, Josh 11:16, Josh 15:51	~; from harper
Gozan		36.840013	40.068890	2 Kgs 17:6, 2 Kgs 18:11, 2 Kgs 19:12, 1 Chr 5:26, Isa 37:12	from harper
Great Sea		>33.24	>33.47	Num 34:6, Num 34:7, Josh 1:4, Josh 9:1, Josh 15:12, Josh 15:47, Josh 23:4, Ezek 47:10, Ezek 47:15, Ezek 47:19, Ezek 47:20, Ezek 48:28	sea
Great Sidon	Sidon	33.56316734135746	35.36634649354799	Josh 11:8	
Greece	Athens	>37.98333333333333	>23.73333333333333	Dan 8:21, Dan 10:20, Dan 11:2, Zech 9:13, Acts 20:2	region
Gudgodah	Hor-haggidgad	30.358285?	35.190270?	Deut 10:7	
Gur	Ibleam	~32.45	~35.2833	2 Kgs 9:27	
Gurbaal	Bozrah 1	~>30.734691	~>35.606250	2 Chr 26:7	
Habor		36.344972	40.789333	2 Kgs 17:6, 2 Kgs 18:11, 1 Chr 5:26	river
Hachilah		31.466604	35.216691	1 Sam 23:19, 1 Sam 26:1, 1 Sam 26:3	?; now Zahrat al Kula
Hadad-rimmon		32.524106	35.205136	Zech 12:11	now Rommanah
Hadashah		31.679512	34.695903	Josh 15:37	now Ibdis
Hadid		31.963575	34.952536	Neh 11:34	
Hadrach	Damascus	~33.519299	~36.31344999999999	Zech 9:1	
Haeleph		31.792733	35.196862	Josh 18:28	now Lifta
Hahiroth	Pi-hahiroth	29.94658?	32.425144?	Num 33:8	from tyndale
Hakkephirim	Ono	32.02222222222223	34.86666666666667	Neh 6:2	
Halah	Habor	~36.344972	~40.789333	2 Kgs 17:6, 2 Kgs 18:11, 1 Chr 5:26	
Halhul		31.579549	35.099103	Josh 15:58	
Hali	Beten	~32.934736	~35.270799	Josh 19:25	
Hall of Judgment	Jerusalem	<31.777444	<35.234935	1 Kgs 7:7	
Hall of Pillars	Jerusalem	<31.777444	<35.234935	1 Kgs 7:6	
Hall of the Throne	Jerusalem	<31.777444	<35.234935	1 Kgs 7:7	
Ham 1	Ammon	31.95018855468469	35.92413135872749	Gen 14:5	
Ham 2	On	>30.108086	>31.338220	Ps 105:23, Ps 105:27, Ps 106:22	
Hamath		35.136204	36.749488	2 Sam 8:9, 2 Kgs 14:28, 2 Kgs 17:24, 2 Kgs 17:30, 2 Kgs 18:34, 2 Kgs 19:13, 2 Kgs 23:33, 2 Kgs 25:21, 1 Chr 18:9, 2 Chr 8:4, Isa 10:9, Isa 11:11, Isa 36:19, Isa 37:13, Jer 39:5, Jer 49:23, Jer 52:9, Jer 52:27, Ezek 47:16, Ezek 47:17, Ezek 48:1, Amos 6:2, Zech 9:2	
Hamath-zobah	Hamath	35.136204	36.749488	2 Chr 8:3	
Hammath		33.125828	35.165000	Josh 19:35, 1 Chr 2:55	
Hammon	Hammath	33.125828	35.165000	Josh 19:28, 1 Chr 6:76	
Hammoth-dor	Hammath	33.125828	35.165000	Josh 21:32	
Hamonah	Dibon 1	~31.49684513710609	~35.78284105296996	Ezek 39:16	
Hanes		29.085425	30.934402	Isa 30:4	http://www.digitalegypt.ucl.ac.uk/ehnasya/index.html
Hannathon		32.916002	35.426637	Josh 19:14	
Hapharaim	Ophrah 2	32.60868269540592	35.28826433084549	Josh 19:19	?
Hara	Habor	~36.344972	~40.789333	1 Chr 5:26	
Haradah	Mount Hor 1	~30.317396	~35.407152	Num 33:24, Num 33:25	
Haran		36.86386407659651	39.03219672227345	Gen 11:31, Gen 11:32, Gen 12:4, Gen 12:5, Gen 27:43, Gen 28:10, Gen 29:4, 2 Kgs 19:12, Isa 37:12, Ezek 27:23, Acts 7:2, Acts 7:4	
Harmon	Samaria	~32.28023100000001	~35.19792900000002	Amos 4:3	
Harod		32.549638	35.355647	Judg 7:1, 2 Sam 23:25, 1 Chr 11:27	now Ein Harod
Harosheth-hagoyim		32.691177	35.110039	Judg 4:2, Judg 4:13, Judg 4:16	
Hashmonah	Mount Hor 1	~30.317396	~35.407152	Num 33:29, Num 33:30	
Hauran	Golan	>32.80007552505443	>35.93730130476259	Ezek 47:16, Ezek 47:18	region
Havilah 1		?	?	Gen 2:11	
Havilah 2		>30.14	>35.22	Gen 25:18, 1 Sam 15:7	
Havvoth-jair	Gilead	~>32.042523	~>35.724241	Num 32:41, Deut 3:14, Judg 10:4, 1 Chr 2:23	
Hazar-addar	Addar	~30.9522	~34.7187	Num 34:4	
Hazar-enan		34.229499	37.240077	Num 34:9, Num 34:10, Ezek 47:17, Ezek 48:1	now Al Qaryatayn
Hazar-gaddah	Moladah	~31.162327	~35.057114	Josh 15:27	
Hazar-shual		31.215418	34.942986	Josh 15:28, Josh 19:3, 1 Chr 4:28, Neh 11:27	
Hazar-susah	Madmannah	~31.391668	~34.940502	Josh 19:5	
Hazar-susim	Madmannah	~31.391668	~34.940502	1 Chr 4:31	
Hazazon-tamar	Engedi	31.46152536164766	35.39241108242345	Gen 14:7, 2 Chr 20:2	
Hazer-hatticon	Hamath	~35.136204	~36.749488	Ezek 47:16	
Hazeroth		28.916667	34.500000	Num 11:35, Num 12:16, Num 33:17, Num 33:18, Deut 1:1	~
Hazor 1		33.01718199667929	35.56804856758258	Josh 11:1, Josh 11:10, Josh 11:11, Josh 11:13, Josh 12:19, Josh 19:36, Judg 4:2, Judg 4:17, 1 Sam 12:9, 1 Kgs 9:15, 2 Kgs 15:29	
Hazor 2	Kadesh-barnea	~30.68771281376111	~34.49479554246946	Josh 15:23	
Hazor 3	Moladah	~31.162327	~35.057114	Josh 15:25	
Hazor 4		~31.833333	~35.20000	Neh 11:33	
Hazor 5		?	?	Jer 49:28, Jer 49:30, Jer 49:33	
Hazor-hadattah	Moladah	~31.162327	~35.057114	Josh 15:25	
Hebron		31.53577362133176	35.09409986578734	Gen 13:18, Gen 23:2, Gen 23:19, Gen 35:27, Num 13:22, Josh 10:3, Josh 10:5, Josh 10:23, Josh 10:36, Josh 10:39, Josh 11:21, Josh 12:10, Josh 14:13, Josh 14:14, Josh 14:15, Josh 15:13, Josh 15:54, Josh 20:7, Josh 21:11, Josh 21:13, Judg 1:10, Judg 1:20, Judg 16:3, 1 Sam 30:31, 2 Sam 2:1, 2 Sam 2:3, 2 Sam 2:11, 2 Sam 2:32, 2 Sam 3:2, 2 Sam 3:5, 2 Sam 3:19, 2 Sam 3:20, 2 Sam 3:22, 2 Sam 3:27, 2 Sam 3:32, 2 Sam 4:1, 2 Sam 4:8, 2 Sam 4:12, 2 Sam 5:1, 2 Sam 5:3, 2 Sam 5:5, 2 Sam 5:13, 2 Sam 15:7, 2 Sam 15:9, 2 Sam 15:10, 1 Kgs 2:11, 1 Chr 3:1, 1 Chr 3:4, 1 Chr 6:55, 1 Chr 6:57, 1 Chr 11:1, 1 Chr 11:3, 1 Chr 12:23, 1 Chr 12:38, 1 Chr 29:27, 2 Chr 11:10	
Helam	Peniel	~32.1843727808126	~35.70287002746794	2 Sam 10:16, 2 Sam 10:17	
Helbah	Aphek 1	~34.066067	~35.865801	Judg 1:31	
Helbon		33.664912	36.248576	Ezek 27:18	now Halbon
Helech	Arvad	~34.856082	~35.858485	Ezek 27:11	
Heleph		33.134416	35.332157	Josh 19:33	
Heliopolis	On	30.108086	31.338220	Jer 43:13	
Helkath		32.955448	35.211971	Josh 19:25, Josh 21:31	
Helkath-hazzurim		31.880126	35.280188	2 Sam 2:16	
Hena		34.467725	41.964955	2 Kgs 18:34, 2 Kgs 19:13, Isa 37:13	
Hepher		32.3667	34.8833	Josh 12:17, 1 Kgs 4:10	
Heres	Succoth 1	~32.19998298531073	~35.63331303389634	Judg 8:13	
Hereth		31.621492	35.029273	1 Sam 22:5	
Hermon	Mount Hermon	33.41615982399708	35.85725617635589	Deut 3:9, Deut 4:48, Josh 11:3, Ps 42:6, Ps 89:12, Ps 133:3, Sng 4:8	
Heshbon		31.80052000870321	35.80901866717255	Num 21:25, Num 21:26, Num 21:27, Num 21:28, Num 21:30, Num 21:34, Num 32:3, Num 32:37, Deut 1:4, Deut 2:24, Deut 2:26, Deut 2:30, Deut 3:2, Deut 3:6, Deut 4:46, Deut 29:7, Josh 9:10, Josh 12:2, Josh 12:5, Josh 13:10, Josh 13:17, Josh 13:21, Josh 13:26, Josh 13:27, Josh 21:39, Judg 11:19, Judg 11:26, 1 Chr 6:81, Neh 9:22, Sng 7:4, Isa 15:4, Isa 16:8, Isa 16:9, Jer 48:2, Jer 48:34, Jer 48:45, Jer 49:3	
Heshmon	Hazar-shual	~31.215418	~34.942986	Josh 15:27	
Hethlon		34.737990	36.340918	Ezek 47:15, Ezek 48:1	~
Hezron	Hazor 1	33.01718199667929	35.56804856758258	Josh 15:3	
Hierapolis		37.924517	29.124525	Col 4:13	
Hilen	Holon 1	31.583333	34.950000	1 Chr 6:58	
Hobah		33.500000	36.466667	Gen 14:15	
Holon 1		31.583333	34.950000	Josh 15:51, Josh 21:15	~
Holon 2	Jahaz	~31.50100308502659	~35.92063125199366	Jer 48:21	
Holy Place 1		?	?	Ex 26:33, Ex 28:29, Ex 28:35, Ex 28:43, Ex 29:30, Ex 31:11, Ex 35:19, Ex 39:1, Ex 39:41, Lev 6:30, Lev 16:2, Lev 16:3, Lev 16:16, Lev 16:17, Lev 16:20, Lev 16:23, Lev 16:27, Num 28:7	mobile
Holy Place 2	Jerusalem	<31.777444	<35.234935	1 Kgs 8:8, 1 Kgs 8:10, 2 Chr 5:9, 2 Chr 5:11, 2 Chr 29:5, 2 Chr 29:7, 2 Chr 35:5, Ezek 41:21, Ezek 41:23, Ezek 42:14, Ezek 44:27, Heb 9:2	
Horeb	Mount Sinai	28.539722	33.973333	Ex 3:1, Ex 17:6, Deut 1:2, Deut 1:6, Deut 1:19, Deut 4:10, Deut 4:15, Deut 5:2, Deut 9:8, Deut 18:16, Deut 29:1, 1 Kgs 8:9, 1 Kgs 19:8, 2 Chr 5:10, Ps 106:19, Mal 4:4	
Horem		33.166667	35.433333	Josh 19:38	~
Horesh		31.45113920529978	35.08840337232346	1 Sam 23:15, 1 Sam 23:16, 1 Sam 23:18, 1 Sam 23:19	
Hor-haggidgad		30.358285?	35.190270?	Num 33:32, Num 33:33	
Hormah	Zephath	30.880918	34.630620	Num 14:45, Num 21:3, Deut 1:44, Josh 12:14, Josh 15:30, Josh 19:4, Judg 1:17, 1 Sam 30:30, 1 Chr 4:30	
Horonaim		31.288056	35.515000	Isa 15:5, Jer 48:3, Jer 48:5, Jer 48:34	~
Horse Gate	Jerusalem	<31.777444	<35.234935	Neh 3:28, Jer 31:40	
Hosah		32.178502	35.227580	Josh 19:29	
House of the Forest	Jerusalem	<31.777444	<35.234935	Isa 22:8	
House of the Forest of Lebanon	Jerusalem	<31.777444	<35.234935	1 Kgs 7:2, 1 Kgs 10:17, 1 Kgs 10:21, 2 Chr 9:16, 2 Chr 9:20	
Hukkok		32.882153	35.496694	Josh 19:34	
Hukok	Helkath	32.955448	35.211971	1 Chr 6:75	
Humtah	Hebron	~31.53577362133176	~35.09409986578734	Josh 15:54	
Ibleam		32.45	35.2833	Josh 17:11, Judg 1:27, 2 Kgs 9:27, 2 Kgs 15:10	
Iconium		37.88353038890398	32.4942625657248	Acts 13:51, Acts 14:1, Acts 14:19, Acts 14:21, Acts 16:2, 2 Tim 3:11	
Idalah		32.733333	35.166667	Josh 19:15	
Idumea	Bozrah 1	>30.734691	>35.606250	Mark 3:8	
Iim	Baalath-beer	~32.049953	~35.733402	Josh 15:29	
Ijon		33.32804402945069	35.61187505342423	1 Kgs 15:20, 2 Kgs 15:29, 2 Chr 16:4	
Illyricum	Dalmatia	>43.515484	>16.071538	Rom 15:19	region
Immer	Nineveh	~36.359410	~43.152887	Ezra 2:59, Neh 7:61	
India		>22	>77	Est 1:1, Est 8:9	
Iphtah	Ashnah	~31.8099	~34.9365	Josh 15:43	
Irpeel		31.869343	35.197712	Josh 18:27	
Ir-shemesh	Beth-shemesh 1	31.75274835811488	34.97660913147738	Josh 19:41	
Italy	Rome	>41.9	>12.48333333333333	Acts 18:2, Acts 27:1, Acts 27:6, Heb 13:24	region
Ithlah		31.823593	35.075769	Josh 19:42	Now Bayt Thul
Ithnan	Baalath-beer	~32.049953	~35.733402	Josh 15:23	
Ituraea	Mount Hermon	>33.41615982399708	>35.85725617635589	Luke 3:1	region
Ivvah	Hena	~34.467725	~41.964955	2 Kgs 18:34, 2 Kgs 19:13, Isa 37:13	
Iye-abarim	Dibon 1	~31.49684513710609	~35.78284105296996	Num 21:11, Num 33:44	
Iyim	Dibon 1	~31.49684513710609	~35.78284105296996	Num 33:45	
Jaar	Kiriath-jearim	31.771104?	34.993812?	Ps 132:6	
Jabbok		32.193237	35.676305	Gen 32:22, Num 21:24, Deut 2:37, Deut 3:16, Josh 12:2, Judg 11:13, Judg 11:22	
Jabesh	Jabesh-gilead	32.37982175236296	35.61158746493092	1 Sam 11:1, 1 Sam 11:3, 1 Sam 11:5, 1 Sam 11:9, 1 Sam 11:10, 1 Sam 31:12, 1 Sam 31:13, 1 Chr 10:12	
Jabesh-gilead		32.37982175236296	35.61158746493092	Judg 21:8, Judg 21:9, Judg 21:10, Judg 21:12, Judg 21:14, 1 Sam 11:1, 1 Sam 11:9, 1 Sam 31:11, 2 Sam 2:4, 2 Sam 2:5, 2 Sam 21:12, 1 Chr 10:11	
Jabez	Bethlehem 1	~31.70536129174666	~35.21026630105202	1 Chr 2:55	
Jabneel 1		31.865518	34.746856	Josh 15:11	now Yavneh
Jabneel 2		32.700000	35.500000	Josh 19:33	now Yavneel
Jabneh	Jabneel 1	31.865518	34.746856	2 Chr 26:6	
Jagur	Adadah	~31.1858	~34.96745	Josh 15:21	
Jahaz		31.50100308502659	35.92063125199366	Num 21:23, Deut 2:32, Josh 13:18, Josh 21:36, Judg 11:20, Isa 15:4, Jer 48:34	
Jahzah	Jahaz	31.50100308502659	35.92063125199366	1 Chr 6:78, Jer 48:21	
Jair	Gilead	~>32.042523	~>35.724241	Josh 13:30	region
Janim		31.516667	35.166667	Josh 15:53	now Bani Naim
Janoah 1		33.260246	35.302915	Josh 16:6, Josh 16:7	now Yanouh
Janoah 2		32.155895	35.361606	2 Kgs 15:29	
Japhia		32.691633	35.274955	Josh 19:12	now Yafa
Jarmuth 1		31.70926894307416	34.96995387025439	Josh 10:3, Josh 10:5, Josh 10:23, Josh 12:11, Josh 15:35, Neh 11:29	
Jarmuth 2	Jezreel 2	~32.5559631396043	~35.33078927843792	Josh 21:29	
Jattir		31.40143851886152	35.06941349210527	Josh 15:48, Josh 21:14, 1 Sam 30:27, 1 Chr 6:57	
Javan	Ephesus	>37.95331433666365	>27.36782511573013	Isa 66:19, Ezek 27:13	from harper; http://en.wikipedia.org/wiki/Ionia
Jazer		31.94352951689796	35.72776961157128	Num 21:32, Num 32:1, Num 32:3, Num 32:35, Josh 13:25, Josh 21:39, 2 Sam 24:5, 1 Chr 6:81, 1 Chr 26:31, Isa 16:8, Isa 16:9, Jer 48:32	
Jebus	Jerusalem	31.777444	35.234935	Josh 18:28, Judg 19:10, Judg 19:11, 1 Chr 11:4, 1 Chr 11:5	
Jebusite	Jerusalem	31.777444	35.234935	Josh 15:8	
Jegar-sahadutha	Ramoth-gilead	32.56526757366849	36.00555930879645	Gen 31:47	
Jehud		32.033636	34.889599	Josh 19:45	now Yehud
Jekabzeel	Adadah	~31.1858	~34.96745	Neh 11:25	
Jericho		31.87060143818292	35.44386371224434	Num 22:1, Num 26:3, Num 26:63, Num 31:12, Num 33:48, Num 33:50, Num 34:15, Num 35:1, Num 36:13, Deut 32:49, Deut 34:1, Josh 2:1, Josh 2:2, Josh 2:3, Josh 3:16, Josh 4:13, Josh 4:19, Josh 5:10, Josh 5:13, Josh 6:1, Josh 6:2, Josh 6:25, Josh 6:26, Josh 7:2, Josh 8:2, Josh 9:3, Josh 10:1, Josh 10:28, Josh 10:30, Josh 12:9, Josh 13:32, Josh 16:1, Josh 16:7, Josh 18:12, Josh 18:21, Josh 20:8, Josh 24:11, 2 Sam 10:5, 1 Kgs 16:34, 2 Kgs 2:4, 2 Kgs 2:5, 2 Kgs 2:15, 2 Kgs 2:18, 2 Kgs 25:5, 1 Chr 6:78, 1 Chr 19:5, 2 Chr 28:15, Ezra 2:34, Neh 3:2, Neh 7:36, Jer 39:5, Jer 52:8, Matt 20:29, Mark 10:46, Luke 10:30, Luke 18:35, Luke 19:1, Heb 11:30	
Jeruel	Ziz	~31.572903	~35.406346	2 Chr 20:16	
